,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Kamera cofania,Kurtyny powietrzne,Poduszki boczne przednie,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Elektryczne szyby tylne,Klimatyzacja automatyczna,Nawigacja GPS,Relingi dachowe,Centralny zamek,Immobilizer,Radio fabryczne,Czujniki parkowania przednie,ESP (stabilizacja toru jazdy),Komputer pokładowy,Podgrzewane lusterka boczne,Tempomat,Metalik,Bezwypadkowy,Klimatyzacja manualna,Czujnik deszczu,Czujnik zmierzchu,VAT marża,Alarm,Tapicerka welurowa,ASR (kontrola trakcji),Przyciemniane szyby,Radio niefabryczne,Isofix,Ogranicznik prędkości,Poduszki boczne tylne,MP3,Perłowy,Elektrochromatyczne lusterko wsteczne,Światła przeciwmgielne,Uszkodzony,Podgrzewane przednie siedzenia,Światła Xenonowe,Poduszka powietrzna chroniąca kolana,Dach panoramiczny,Ogrzewanie postojowe,Szyberdach,Elektrochromatyczne lusterka boczne,Hak,Bluetooth,Gniazdo AUX,Filtr cząstek stałych,Gniazdo SD,Światła LED,Asystent parkowania,Gniazdo USB,HUD (wyświetlacz przezierny),Odtwarzacz DVD,Światła do jazdy dziennej,Akryl (niemetalizowany),Asystent pasa ruchu,Czujnik martwego pola,Klimatyzacja dwustrefowa,Podgrzewana przednia szyba,System Start-Stop,Leasing,Emisja CO2,Tapicerka skórzana,Miesięczna rata,Tempomat aktywny,Tuning,Zmieniarka CD,Podgrzewane tylne siedzenia,Elektrycznie ustawiane fotele,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Regulowane zawieszenie,Kierownica po prawej (Anglik),Klimatyzacja czterostrefowa,Zarejestrowany jako zabytek,Homologacja ciężarowa,Matowy,Łopatki zmiany biegów
4479,5400,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),1999,210 000 km,1 598 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,0,0,Niemcy,16 wrzesień 1999,0,0,0,Używane,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Tak,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,46800,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2015,73 000 km,0,Diesel,0,0,0,Kombi,0,0,Szary,0,0,0,19 marzec 2015,Tak,Tak,Tak,Używane,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Tak,Tak,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,8900,Firmy,Osobowe,Opel,Astra,G (1998-2009),2005,191 000 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,0,Polska,16 styczeń 2006,Tak,0,0,Używane,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Tak,0,1,0,0,Tak,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4482,5400,Firmy,Osobowe,Opel,Astra,G (1998-2009),1999,201 160 km,1 598 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kompakt,4,5,Srebrny,0,0,Niemcy,28 maj 1999,0,0,0,Używane,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Tak,Tak,1,0,0,Tak,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4483,11900,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2006,275 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,0,0,0,0,Tak,0,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4484,21500,Firmy,Osobowe,Opel,Astra,J (2009-2015),2011,132 495 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,0,0,Niemcy,28 luty 2011,0,Tak,Tak,Używane,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,Tak,0,0,1,1,Tak,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,19900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2009,139 000 km,1 600 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,0,0,Niemcy,30 czerwiec 2009,0,0,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,Tak,Tak,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,6200,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),1998,191 950 km,1 600 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,0,0,Niemcy,20 listopad 1998,0,0,0,Używane,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,Tak,1,0,0,Tak,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,20500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2008,184 000 km,1 900 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kompakt,0,0,Srebrny,0,0,0,0,Tak,Tak,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,Tak,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,15700,Firmy,Osobowe,Opel,Astra,H (2004-2014),2010,161 000 km,1 598 cm3,Benzyna+LPG,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,0,Tak,Polska,26 styczeń 2011,Tak,0,0,Używane,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Tak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,67699,Firmy,Osobowe,Opel,Astra,K (2015-),2017,1 km,1 400 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Tak,0,0,0,0,0,Nowe,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,Tak,Tak,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,58500,Firmy,Osobowe,Opel,Astra,J (2009-2015),2017,8 690 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Sedan,4,5,Srebrny,Tak,Tak,Polska,5 maj 2017,Tak,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,Tak,Tak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,6900,Firmy,Osobowe,Opel,Astra,G (1998-2009),2003,257 950 km,1 598 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,0,0,Polska,28 marzec 2003,Tak,0,Tak,Używane,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,Tak,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,12000,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2008,139 480 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,0,0,Polska,8 sierpień 2008,Tak,Tak,0,Używane,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,13700,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2006,165 000 km,1 600 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,0,0,Niemcy,9 maj 2006,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,Tak,Tak,1,0,0,Tak,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,34900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2012,169 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Zielony,Tak,0,0,0,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,Tak,0,1,1,Tak,1,0,1,0,0,1,0,1,1,Tak,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,Tak,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4496,38500,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,135 194 km,1 600 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,Tak,Tak,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,14900,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2010,125 000 km,1 700 cm3,Diesel,0,0,Na przednie koła,Kombi,5,5,Srebrny,0,0,Niemcy,1 grudzień 2012,Tak,Tak,Tak,Używane,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,Tak,Tak,1,1,1,0,1,1,1,1,0,0,0,0,0,Tak,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,25900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2009,190 000 km,1 600 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,Tak,Tak,0,0,0,Tak,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,54499,Firmy,Osobowe,Opel,Astra,J (2009-2015),2018,1 km,1 600 cm3,Benzyna,115 KM,Manualna,0,Sedan,4,5,Biały,Tak,Tak,0,0,0,0,0,Nowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,25900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2011,167 495 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,0,Niemcy,4 listopad 2011,0,0,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,Tak,0,1,1,Tak,0,0,1,0,0,1,0,1,0,Tak,1,1,0,1,0,1,0,0,0,0,0,0,1,Tak,0,0,0,0,0,0,1,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4502,15500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2004,180 000 km,2 000 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,0,0,Polska,18 czerwiec 2004,Tak,0,0,Używane,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,Tak,Tak,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,27800,Firmy,Osobowe,Opel,Astra,J (2009-2015),2010,103 295 km,1 390 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,4,5,Inny kolor,0,0,Niemcy,20 listopad 2010,0,0,Tak,Używane,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,Tak,Tak,0,1,1,Tak,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,69999,Firmy,Osobowe,Opel,Astra,K (2015-),2017,1 km,1 399 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,Polska,0,0,0,0,Nowe,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,Tak,Tak,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,29900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2011,90 000 km,1 700 cm3,Diesel,125 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,0,0,0,0,0,0,0,Używane,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4506,24900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2010,132 000 km,1 400 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,0,Niemcy,7 czerwiec 2010,0,Tak,Tak,Używane,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,Tak,Tak,1,0,0,Tak,1,1,1,1,0,1,0,1,1,Tak,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4507,24900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2011,195 000 km,17 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,0,0,Niemcy,25 sierpień 2016,Tak,Tak,0,Używane,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,Tak,0,0,0,0,1,1,1,0,0,0,0,0,0,Tak,0,1,0,0,0,0,0,0,0,0,0,1,1,Tak,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4508,6900,Osoby prywatnej,Osobowe,Opel,Astra,G (1998-2009),2000,212 000 km,0,Diesel,0,0,0,Kombi,0,0,Inny kolor,0,0,0,0,Tak,0,0,Używane,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Tak,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4509,12600,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2004,147 000 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,4,5,Inny kolor,0,0,Niemcy,22 kwiecień 2004,Tak,0,0,Używane,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,Tak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4510,27900,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),2013,124 000 km,1 598 cm3,Benzyna,114 KM,Manualna,Na przednie koła,Kompakt,4,5,Czarny,0,0,Polska,1 sierpień 2013,Tak,0,Tak,Używane,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,Tak,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,16990,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2008,230 000 km,1 800 cm3,Benzyna+LPG,0,Manualna,Na przednie koła,Kompakt,5,5,Żółty,0,0,Niemcy,0,0,0,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,Tak,Tak,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4512,29900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2010,88 000 km,1 400 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,0,0,0,0,Tak,Tak,Używane,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,Tak,Tak,1,0,0,Tak,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513,41000,Firmy,Osobowe,Opel,Astra,J (2009-2015),2014,22 270 km,1 398 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,0,Polska,12 listopad 2014,Tak,0,Tak,Używane,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Tak,Tak,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,276 PLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,66500,Firmy,Osobowe,Opel,Astra,K (2015-),2017,36 559 km,1 598 cm3,Diesel,136 KM,Manualna,0,Kombi,5,5,Beżowy,Tak,Tak,0,10 kwiecień 2017,0,0,0,Używane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,15900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2007,183 000 km,1 598 cm3,Benzyna+LPG,116 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,0,Tak,Niemcy,20 kwiecień 2007,0,Tak,Tak,Używane,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,Tak,Tak,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,16500,Osoby prywatnej,Osobowe,Opel,Astra,H (2004-2014),2009,101 254 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,0,0,0,0,Tak,Tak,Tak,Używane,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,Tak,0,1,0,0,1,1,0,0,0,0,0,0,0,Tak,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,57900,Firmy,Osobowe,Opel,Astra,K (2015-),2016,24 250 km,1 598 cm3,Diesel,110 KM,Manualna,0,Kompakt,3,5,Biały,0,0,0,0,Tak,0,Tak,Używane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,64900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2018,1 km,1 400 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,Tak,Tak,Polska,0,0,0,0,Nowe,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,Tak,Tak,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,16900,Firmy,Osobowe,Opel,Astra,H (2004-2014),2007,176 000 km,1 600 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,Tak,0,Niemcy,0,0,Tak,Tak,Używane,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,Tak,Tak,1,0,0,Tak,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,63900,Firmy,Osobowe,Opel,Astra,J (2009-2015),2017,9 500 km,1 398 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,Tak,Tak,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,35700,Firmy,Osobowe,Opel,Astra,J (2009-2015),2015,105 000 km,2 000 cm3,Diesel,165 KM,Automatyczna hydrauliczna (klasyczna),Na przednie koła,Kombi,4,5,Brązowy,Tak,Tak,Polska,0,Tak,Tak,Tak,Używane,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Tak,Tak,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,Tak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
